"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1795115537153843411","Mon May 27 15:31:10 +0000 2024","0","Cokkk cok mei boros asu asu","1795115537153843411","","","in","","0","0","0","https://x.com/dhikasatria__/status/1795115537153843411","1089034232503054336","dhikasatria__"
"1795114672212815952","Mon May 27 15:27:44 +0000 2024","0","Tipi pip giirdiiili bisi bikin bik tingih jidi bik siyip tirbiik ucap fans karbitan 2010 keatas. *ehm ben white*","1795114672212815952","","","in","Hornsey Rd, London N7 7AJ","0","0","0","https://x.com/billyjagoan/status/1795114672212815952","1559658378158174208","billyjagoan"
"1794936472853999679","Mon May 27 15:21:26 +0000 2024","0","Hit tp 200 pips","1795113089764901253","","blajartrading","in","Jakarta Pusat, DKI Jakarta","0","0","0","https://x.com/blajartrading/status/1795113089764901253","1751145937081405440","blajartrading"
"1795113014565142859","Mon May 27 15:21:08 +0000 2024","0","Semakin ku kejar semakin kau jauh ️️️ #leren","1795113014565142859","","","in","","0","0","0","https://x.com/dhikasatria__/status/1795113014565142859","1089034232503054336","dhikasatria__"
"1795112483193000444","Mon May 27 15:19:02 +0000 2024","0","Mencium bau2 oknum *pip* sebentar lagi ","1795112483193000444","","","in","110120 ♡ 170922 ♡ 260823","0","0","0","https://x.com/mamacyita/status/1795112483193000444","349046385","mamacyita"
"1795110710399172924","Mon May 27 15:18:44 +0000 2024","1","@jogmfs Yg budget under 1jt keknya 910 yuza tan geist ekiden train. Kalo ortus ada juga tuh varian trailnya ortus shakara &amp; siera. Kalo budget unlimited ya hoka speedgoat5/6 salomon banyak deh","1795112410811887853","","jogmfs","in","Yogyakarta, Indonesia","0","0","0","https://x.com/sophisticateed/status/1795112410811887853","1569361741246787585","sophisticateed"
"1795071618428891416","Mon May 27 15:08:18 +0000 2024","0","@aalllikaaa @elantbir please ajak ak","1795109782681997381","","aalllikaaa","in","","0","1","0","https://x.com/handoxxo/status/1795109782681997381","1542473619754094593","handoxxo"
"1795071618428891416","Mon May 27 15:08:11 +0000 2024","0","@elantbir @aalllikaaa gelo macet wae ge","1795109752231346509","","elantbir","in","","0","0","0","https://x.com/handoxxo/status/1795109752231346509","1542473619754094593","handoxxo"
"1795101452454547484","Mon May 27 15:08:02 +0000 2024","0","@cadburrycrunchy ama gua ya","1795109717200519355","","cadburrycrunchy","in","","0","2","0","https://x.com/handoxxo/status/1795109717200519355","1542473619754094593","handoxxo"
"1795109415571407164","Mon May 27 15:06:50 +0000 2024","1","Akhirnya semua terungkap wkwk","1795109415571407164","","","in","Yogyakarta, Indonesia","0","0","0","https://x.com/sophisticateed/status/1795109415571407164","1569361741246787585","sophisticateed"
"1795098843949756816","Mon May 27 15:04:59 +0000 2024","2","@Hunter_Himself @SorareMLB Popop","1795108950087524367","","Hunter_Himself","in","","0","0","0","https://x.com/Pip2pop/status/1795108950087524367","496827342","Pip2pop"
"1795061675034300870","Mon May 27 15:04:00 +0000 2024","0","@inourfelicity hts kok cemburu makan hati adalah sehari hari","1795108700656443579","","inourfelicity","in","Yogyakarta, Indonesia","0","0","0","https://x.com/sophisticateed/status/1795108700656443579","1569361741246787585","sophisticateed"
"1794718410556993616","Mon May 27 14:59:25 +0000 2024","0","@kochengfs kuncinya adalah kucing yg pup n pip di kloset.. wkwk","1795107547247943833","","kochengfs","in",":D","0","0","0","https://x.com/bobsikurakura/status/1795107547247943833","1070143712498343936","bobsikurakura"
"1795105169614487582","Mon May 27 14:49:58 +0000 2024","0","kon pip lemot bgt","1795105169614487582","","","in","🏳️‍🌈 17, dnf.","0","0","0","https://x.com/gO_onyuk/status/1795105169614487582","1504434627640975361","gO_onyuk"
